MaSP,TenSP,DanhMuc,Gia,SoLuongTon,HinhAnh,MoTa,TrangThai,KichThuoc,ChatLieu,MauSac,BaoHanh,XuatXu,MoTaChiTiet
SP251,Giường ngủ gỗ tối giản SP251,Phòng ngủ,12440000,55,https://images.unsplash.com/photo-1513506003901-1e6a229e2d15?w=600&q=80|https://images.unsplash.com/photo-1586023492125-27b2c045efd7?w=600&q=80|https://images.unsplash.com/photo-1542728928-1413d1894ed1?w=600&q=80|https://images.unsplash.com/photo-1555041469-a586c61ea9bc?w=600&q=80,Giường ngủ gỗ chất liệu gỗ công nghiệp mdf phủ melamine mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,103cm x 48cm x 165cm,Gỗ công nghiệp MDF phủ Melamine,Xanh mint pastel,36 tháng,iDECOR Việt Nam,"Sản phẩm Giường ngủ gỗ tối giản SP251 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP252,Kệ góc phòng tắm hiện đại SP252,Phòng tắm,13100000,21,https://images.unsplash.com/photo-1588854337236-6889d631faa8?w=600&q=80|https://images.unsplash.com/photo-1616486338812-3dadae4b4ace?w=600&q=80|https://images.unsplash.com/photo-1618221195710-dd6b41faaea6?w=600&q=80|https://images.unsplash.com/photo-1600585154526-990dced4db0d?w=600&q=80,Kệ góc phòng tắm chất liệu đá nhân tạo chống thấm mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,111cm x 67cm x 62cm,Đá nhân tạo chống thấm,Xanh mint pastel,36 tháng,iDECOR Việt Nam,"Sản phẩm Kệ góc phòng tắm hiện đại SP252 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP253,Sofa nỉ phong cách Japandi SP253,Phòng khách,24610000,36,https://images.unsplash.com/photo-1586023492125-27b2c045efd7?w=600&q=80|https://images.unsplash.com/photo-1493663284031-b7e3aefcae8e?w=600&q=80|https://images.unsplash.com/photo-1618221195710-dd6b41faaea6?w=600&q=80|https://images.unsplash.com/photo-1600121848594-d8644e57abab?w=600&q=80,Sofa nỉ chất liệu khung thép sơn tĩnh điện mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,211cm x 94cm x 113cm,Khung thép sơn tĩnh điện,Nâu hạt dẻ ấm áp,12 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Sofa nỉ phong cách Japandi SP253 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP254,Đèn sàn trang trí phong cách Japandi SP254,Phòng khách,12110000,41,https://images.unsplash.com/photo-1540518614846-7eded433c457?w=600&q=80|https://images.unsplash.com/photo-1594758066227-d021c5b8b9ec?w=600&q=80|https://images.unsplash.com/photo-1578500494198-246f612d3b3d?w=600&q=80|https://images.unsplash.com/photo-1505693416388-ac5ce068fe85?w=600&q=80,Đèn sàn trang trí chất liệu vải nỉ hàn quốc mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,110cm x 89cm x 129cm,Vải nỉ Hàn Quốc,Trắng kem tối giản,12 tháng,iDECOR Việt Nam,"Sản phẩm Đèn sàn trang trí phong cách Japandi SP254 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP255,Ghế bar chân cao hiện đại SP255,Phòng bếp,7270000,7,https://images.unsplash.com/photo-1615066390971-03e4e1c36ddf?w=600&q=80|https://images.unsplash.com/photo-1578500494198-246f612d3b3d?w=600&q=80|https://images.unsplash.com/photo-1513506003901-1e6a229e2d15?w=600&q=80|https://images.unsplash.com/photo-1600121848594-d8644e57abab?w=600&q=80,Ghế bar chân cao chất liệu mặt đá ceramic mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,218cm x 48cm x 162cm,Mặt đá Ceramic,Trắng kem tối giản,24 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Ghế bar chân cao hiện đại SP255 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP256,Ghế lười hạt đậu thông minh cao cấp SP256,Phòng ngủ,420000,47,https://images.unsplash.com/photo-1522771739844-6a9f6d5f14af?w=600&q=80|https://images.unsplash.com/photo-1556912173-3bb406ef7e77?w=600&q=80|https://images.unsplash.com/photo-1600121848594-d8644e57abab?w=600&q=80|https://images.unsplash.com/photo-1532372320572-cda25653a26d?w=600&q=80,Ghế lười hạt đậu chất liệu gỗ sồi nga mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,239cm x 74cm x 66cm,Gỗ Sồi Nga,Nâu hạt dẻ ấm áp,24 tháng,iDECOR Việt Nam,"Sản phẩm Ghế lười hạt đậu thông minh cao cấp SP256 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP257,Ghế bar chân cao sang trọng SP257,Phòng bếp,17610000,45,https://images.unsplash.com/photo-1542728928-1413d1894ed1?w=600&q=80|https://images.unsplash.com/photo-1493663284031-b7e3aefcae8e?w=600&q=80|https://images.unsplash.com/photo-1563245372-f21724e3856d?w=600&q=80|https://images.unsplash.com/photo-1556911220-e15b29be8c8f?w=600&q=80,Ghế bar chân cao chất liệu inox 304 mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,108cm x 96cm x 56cm,Inox 304,Trắng kem tối giản,36 tháng,iDECOR Việt Nam,"Sản phẩm Ghế bar chân cao sang trọng SP257 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP258,Thảm chống trượt Scandinavian SP258,Phòng tắm,12740000,13,https://images.unsplash.com/photo-1595428774223-ef52624120d2?w=600&q=80|https://images.unsplash.com/photo-1542728928-1413d1894ed1?w=600&q=80|https://images.unsplash.com/photo-1578500494198-246f612d3b3d?w=600&q=80|https://images.unsplash.com/photo-1563245372-f21724e3856d?w=600&q=80,Thảm chống trượt chất liệu phôi gương bỉ cao cấp mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,40cm x 82cm x 89cm,Phôi gương Bỉ cao cấp,Xanh mint pastel,36 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Thảm chống trượt Scandinavian SP258 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP259,Tủ Lavabo phong cách Japandi SP259,Phòng tắm,16210000,51,https://images.unsplash.com/photo-1586023492125-27b2c045efd7?w=600&q=80|https://images.unsplash.com/photo-1558882224-cca166733360?w=600&q=80|https://images.unsplash.com/photo-1583847268964-b28dc8f51f92?w=600&q=80|https://images.unsplash.com/photo-1556912173-3bb406ef7e77?w=600&q=80,Tủ Lavabo chất liệu inox 304 xước mờ mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,180cm x 40cm x 104cm,Inox 304 xước mờ,Ghi xám thanh lịch,24 tháng,iDECOR Việt Nam,"Sản phẩm Tủ Lavabo phong cách Japandi SP259 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP260,Sofa nỉ thông minh cao cấp SP260,Phòng khách,4120000,45,https://images.unsplash.com/photo-1542728928-1413d1894ed1?w=600&q=80|https://images.unsplash.com/photo-1620626011761-996317b8d101?w=600&q=80|https://images.unsplash.com/photo-1578500494198-246f612d3b3d?w=600&q=80|https://images.unsplash.com/photo-1615066390971-03e4e1c36ddf?w=600&q=80,Sofa nỉ chất liệu vải nỉ hàn quốc mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,115cm x 99cm x 187cm,Vải nỉ Hàn Quốc,Trắng kem tối giản,36 tháng,iDECOR Việt Nam,"Sản phẩm Sofa nỉ thông minh cao cấp SP260 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP261,Ghế armchair hiện đại SP261,Phòng khách,750000,46,https://images.unsplash.com/photo-1493663284031-b7e3aefcae8e?w=600&q=80|https://images.unsplash.com/photo-1588854337236-6889d631faa8?w=600&q=80|https://images.unsplash.com/photo-1618221195710-dd6b41faaea6?w=600&q=80|https://images.unsplash.com/photo-1594758066227-d021c5b8b9ec?w=600&q=80,Ghế armchair chất liệu da bò thật mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,91cm x 94cm x 198cm,Da bò thật,Vàng sồi tự nhiên,24 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Ghế armchair hiện đại SP261 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP262,Tủ Lavabo thông minh cao cấp SP262,Phòng tắm,19260000,42,https://images.unsplash.com/photo-1556911220-e15b29be8c8f?w=600&q=80|https://images.unsplash.com/photo-1556912173-3bb406ef7e77?w=600&q=80|https://images.unsplash.com/photo-1513506003901-1e6a229e2d15?w=600&q=80|https://images.unsplash.com/photo-1594758066227-d021c5b8b9ec?w=600&q=80,Tủ Lavabo chất liệu inox 304 xước mờ mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,228cm x 55cm x 183cm,Inox 304 xước mờ,Nâu hạt dẻ ấm áp,24 tháng,iDECOR Thiết kế & Thi công,"Sản phẩm Tủ Lavabo thông minh cao cấp SP262 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP263,Đôn ghế tròn thông minh cao cấp SP263,Phòng khách,18780000,21,https://images.unsplash.com/photo-1563861826100-9cb868fdbe1c?w=600&q=80|https://images.unsplash.com/photo-1555041469-a586c61ea9bc?w=600&q=80|https://images.unsplash.com/photo-1588854337236-6889d631faa8?w=600&q=80|https://images.unsplash.com/photo-1493663284031-b7e3aefcae8e?w=600&q=80,Đôn ghế tròn chất liệu gỗ mdf chống ẩm an cường mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,120cm x 70cm x 51cm,Gỗ MDF chống ẩm An Cường,Trắng kem tối giản,36 tháng,iDECOR Thiết kế & Thi công,"Sản phẩm Đôn ghế tròn thông minh cao cấp SP263 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP264,Thảm trải sàn Retro hoài cổ SP264,Phòng khách,6860000,43,https://images.unsplash.com/photo-1615066390971-03e4e1c36ddf?w=600&q=80|https://images.unsplash.com/photo-1505693416388-ac5ce068fe85?w=600&q=80|https://images.unsplash.com/photo-1620626011761-996317b8d101?w=600&q=80|https://images.unsplash.com/photo-1555041469-a586c61ea9bc?w=600&q=80,Thảm trải sàn chất liệu vải nỉ hàn quốc mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,214cm x 81cm x 62cm,Vải nỉ Hàn Quốc,Ghi xám thanh lịch,36 tháng,iDECOR Việt Nam,"Sản phẩm Thảm trải sàn Retro hoài cổ SP264 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP265,Sofa nỉ sang trọng SP265,Phòng khách,23620000,29,https://images.unsplash.com/photo-1556911220-e15b29be8c8f?w=600&q=80|https://images.unsplash.com/photo-1505693416388-ac5ce068fe85?w=600&q=80|https://images.unsplash.com/photo-1556912173-3bb406ef7e77?w=600&q=80|https://images.unsplash.com/photo-1615066390971-03e4e1c36ddf?w=600&q=80,Sofa nỉ chất liệu da bò thật mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,234cm x 40cm x 100cm,Da bò thật,Xanh mint pastel,12 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Sofa nỉ sang trọng SP265 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP266,Sofa nỉ hiện đại SP266,Phòng khách,21210000,20,https://images.unsplash.com/photo-1493663284031-b7e3aefcae8e?w=600&q=80|https://images.unsplash.com/photo-1567538096630-e0c55bd6374c?w=600&q=80|https://images.unsplash.com/photo-1618221195710-dd6b41faaea6?w=600&q=80|https://images.unsplash.com/photo-1513506003901-1e6a229e2d15?w=600&q=80,Sofa nỉ chất liệu gỗ sồi tự nhiên mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,148cm x 71cm x 180cm,Gỗ Sồi tự nhiên,Nâu hạt dẻ ấm áp,12 tháng,iDECOR Việt Nam,"Sản phẩm Sofa nỉ hiện đại SP266 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP267,Bàn trang điểm thông minh cao cấp SP267,Phòng ngủ,4990000,49,https://images.unsplash.com/photo-1586023492125-27b2c045efd7?w=600&q=80|https://images.unsplash.com/photo-1620626011761-996317b8d101?w=600&q=80|https://images.unsplash.com/photo-1595428774223-ef52624120d2?w=600&q=80|https://images.unsplash.com/photo-1567538096630-e0c55bd6374c?w=600&q=80,Bàn trang điểm chất liệu gỗ sồi nga mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,59cm x 55cm x 188cm,Gỗ Sồi Nga,Nâu hạt dẻ ấm áp,36 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Bàn trang điểm thông minh cao cấp SP267 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP268,Ghế armchair tối giản SP268,Phòng khách,410000,5,https://images.unsplash.com/photo-1493663284031-b7e3aefcae8e?w=600&q=80|https://images.unsplash.com/photo-1556911220-e15b29be8c8f?w=600&q=80|https://images.unsplash.com/photo-1594758066227-d021c5b8b9ec?w=600&q=80|https://images.unsplash.com/photo-1600585154526-990dced4db0d?w=600&q=80,Ghế armchair chất liệu vải nỉ hàn quốc mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,41cm x 58cm x 59cm,Vải nỉ Hàn Quốc,Ghi xám thanh lịch,24 tháng,iDECOR Việt Nam,"Sản phẩm Ghế armchair tối giản SP268 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
